-79.57607285200,401 427 Eglinton E Ramp / 427 X N 401 X E Ramp,43.67262010100
-79.57607285200,401 427 Eglinton E Ramp / 427 X N 401 X E Ramp,43.67262010100
-79.57371992000,427 C N 27 N Ramp / Eglinton W 427 C S Ramp,43.67351337400
-79.57396930700,27 S 427 C S Ramp / Eglinton W 427 C S Ramp,43.67348136100
-79.57396930700,27 S 427 C S Ramp / Eglinton W 427 C S Ramp,43.67348136100
-79.57546506200,427 C N 27 N Ramp / Eglinton W 27 N Ramp,43.67520549200
-79.57937950100,401 X W Carlingview N Ramp / 401 X W 427 X S Ramp,43.67491248300
-79.57937739300,HWY 401 / 401 X W 427 X S Ramp,43.67467148200
-79.57937739300,HWY 401 / 401 X W 427 X S Ramp,43.67467148200
-79.57927719100,Carlingview S 401 X E Ramp / 401 X W 427 X S Ramp,43.67403670500
-79.57927719100,Carlingview S 401 X E Ramp / 401 X W 427 X S Ramp,43.67403670500
-79.57934482700,HWY 401 / 401 X W 427 X S Ramp,43.67431653600
-79.58190820200,HWY 401 / Eglinton W 427 N Ramp,43.67225671500
-79.58190820200,HWY 401 / Eglinton W 427 N Ramp,43.67225671500
-79.58248254000,HWY 401 / Eglinton W 427 N Ramp,43.67217388200
-79.58248254000,HWY 401 / Eglinton W 427 N Ramp,43.67217388200
-79.58250945900,HWY 401 / 427 N 401 C W Ramp,43.67191565900
-79.58285051800,HWY 401 / HWY 427,43.67197156900
-79.58285051800,HWY 401 / HWY 427,43.67197156900
-79.57030918100,,43.64862145700
-79.57091663900,,43.64851234700
-79.57105019200,Ulverston Rd / Guernsey Dr,43.64890357100
-79.56997061200,Wareside Rd / Ulverston Rd,43.64915732100
-79.57504939600,Groverdale Rd / Crendon Dr / Hernshaw Cres,43.64865985300
-79.57616199600,Monet Ave / Crendon Dr,43.64850164200
-79.57665699000,Carsbrooke Rd / Crendon Dr,43.64837748800
-79.57636756000,Carsbrooke Rd / Kris Crt,43.64765506100
-79.57772113500,Renforth Dr / Eda Crt,43.64759121100
-79.57703222700,Carsbrooke Rd / Crendon Dr,43.64829939400
-79.60007204700,Airport 427 S Ramp,43.68455902600
-79.60007204700,Airport 427 S Ramp,43.68455902600
-79.59556622400,Dixon Rd / Carlingview Dr,43.68675733100
-79.54152969800,Pippin Pl,43.65862165900
-79.54277094000,Kipling Ave / Random St,43.65884010100
-79.54291896600,Kipling Ave / Great Oak Dr,43.65913383200
-79.54489849700,Hillcroft Dr / Random St,43.65834415800
-79.52954118700,GARDINER EXPRESS / Kipling S Gardiner C W Ramp,43.61741640400
-79.53016508900,GARDINER EXPRESS / C P R,43.61695239200
-79.53016508900,GARDINER EXPRESS / C P R,43.61695239200
-79.53038596900,GARDINER EXPRESS / Wickman Rd,43.61690880100
-79.53038596900,GARDINER EXPRESS / Wickman Rd,43.61690880100
-79.53049257500,GARDINER EXPRESS / Wickman Rd,43.61710510400
-79.53024300500,GARDINER EXPRESS / C P R,43.61715425000
-79.53024300500,GARDINER EXPRESS / C P R,43.61715425000
-79.53028121300,GARDINER EXPRESS / C P R,43.61725324400
-79.53028121300,GARDINER EXPRESS / C P R,43.61725324400
-79.53060861000,Wickman Rd / Fordhouse Blvd,43.61742865500
-79.52531327800,Kipling Ave / Kipling S Evans W Ramp,43.61685001100
-79.52638270100,Evans Ave / Kipling S Evans W Ramp,43.61567829100
-79.52106266600,Evans Ave / Arnold St,43.61649514000
-79.52379134700,GARDINER EXPRESS / Kipling S Gardiner C E Ramp,43.61804351400
-79.52202501400,GARDINER EXPRESS,43.61874270100
-79.52202501400,GARDINER EXPRESS,43.61874270100
-79.52200397700,GARDINER EXPRESS / Gardiner C W Kipling Ramp,43.61891686500
-79.52200397700,GARDINER EXPRESS / Gardiner C W Kipling Ramp,43.61891686500
-79.52122531400,Zorra St,43.61928961500
-79.52122531400,Zorra St,43.61928961500
-79.52115919000,GARDINER EXPRESS / Gardiner X W Gardiner C W,43.61908142300
-79.52206852100,GARDINER EXPRESS / Gardiner C E Horner S Ramp,43.61838245500
-79.52206852100,GARDINER EXPRESS / Gardiner C E Horner S Ramp,43.61838245500
-79.52172935800,Arnold St,43.61806422900
-79.55952435600,QEW / Etobicoke Creek,43.60490986200
-79.56727675700,The Queensway / Etobicoke Creek,43.60964450200
-79.56727675700,The Queensway / Etobicoke Creek,43.60964450200
-79.56565696500,Etobicoke Creek / Hepc,43.60866834900
-79.56408285800,Etobicoke Creek,43.60696768200
-79.56408285800,Etobicoke Creek,43.60696768200
-79.56356464300,Sherway Dr,43.60738055100
-79.56356464300,Sherway Dr,43.60738055100
-79.57595560600,Dosco Rd,43.69444731900
-79.57906534600,C N R,43.69401766200
-79.51338825400,Van Dusen Blvd / Thompson Ave,43.64342869400
-79.51576015500,Vanellan Crt,43.64361070200
-79.51545841800,Mimico Creek,43.64453228400
-79.51506913600,,43.64461983700
-79.51506913600,,43.64461983700
-79.51472769500,Meadowvale Dr,43.64468588400
-79.51472769500,Meadowvale Dr,43.64468588400
-79.51518813100,Cosmo Rd,43.64492113500
-79.51518813100,Cosmo Rd,43.64492113500
-79.59255612100,Eglinton Ave W,43.66115654300
-79.59325106700,Eglinton Ave W,43.66051857600
-79.59372923500,Eglinton Ave W / Elmcrest Creek,43.66007960000
